Time;S&P
23.10.2019 20:55;2996,31
23.10.2019 21:00;2996,6
23.10.2019 21:05;2997,11
23.10.2019 21:10;2995,39
23.10.2019 21:15;2996,3
23.10.2019 21:20;2997,14
23.10.2019 21:25;2998,99
23.10.2019 21:30;2999,99
23.10.2019 21:35;2999,97
23.10.2019 21:40;3000,66
23.10.2019 21:45;3002,16
23.10.2019 21:50;3001,18
23.10.2019 21:55;3004,52
23.10.2019 22:00;3004,52
23.10.2019 22:05;3004,52
23.10.2019 22:10;3004,52
24.10.2019 15:30;3012,74
24.10.2019 15:35;3010,56
24.10.2019 15:40;3010,49
24.10.2019 15:45;3009,13
24.10.2019 15:50;3006,13
24.10.2019 15:55;3004,99
24.10.2019 16:00;3002,26
24.10.2019 16:05;3003,78
24.10.2019 16:10;3002,31
24.10.2019 16:15;3002,55
24.10.2019 16:20;3003,88
24.10.2019 16:25;3003,52
24.10.2019 16:30;3001,71
24.10.2019 16:35;3004,12
24.10.2019 16:40;3005,29
24.10.2019 16:45;3005,25
24.10.2019 16:50;3004,65
24.10.2019 16:55;3004,87
24.10.2019 17:00;3006,55
24.10.2019 17:05;3007,88
24.10.2019 17:10;3007,71
24.10.2019 17:15;3007,29
24.10.2019 17:20;3008,25
24.10.2019 17:25;3010,62
24.10.2019 17:30;3012,35
24.10.2019 17:35;3010,1
24.10.2019 17:40;3011,02
24.10.2019 17:45;3010,06
24.10.2019 17:50;3009,81
24.10.2019 17:55;3011,2
24.10.2019 18:00;3011,18
24.10.2019 18:05;3008,08
24.10.2019 18:10;3005,39
24.10.2019 18:15;3003,4
24.10.2019 18:20;3003,03
24.10.2019 18:25;3005,65
24.10.2019 18:30;3006,65
24.10.2019 18:35;3007,67
24.10.2019 18:40;3006,99
24.10.2019 18:45;3008,32
24.10.2019 18:50;3007,94
24.10.2019 18:55;3006,92
24.10.2019 19:00;3005,94
24.10.2019 19:05;3004,2
24.10.2019 19:10;3005,45
24.10.2019 19:15;3004,75
24.10.2019 19:20;3005,25
24.10.2019 19:25;3005,94
24.10.2019 19:30;3003,92
24.10.2019 19:35;3004,51
24.10.2019 19:40;3003,61
24.10.2019 19:45;3003,59
24.10.2019 19:50;3002,47
24.10.2019 19:55;3003,2
24.10.2019 20:00;3004,26
24.10.2019 20:05;3004,86
24.10.2019 20:10;3004,83
24.10.2019 20:15;3005
24.10.2019 20:20;3005,85
24.10.2019 20:25;3005,95
24.10.2019 20:30;3007,6
24.10.2019 20:35;3007,76
24.10.2019 20:40;3007,42
24.10.2019 20:45;3006,43
24.10.2019 20:50;3007,09
24.10.2019 20:55;3007,19
24.10.2019 21:00;3008,62
24.10.2019 21:05;3008,18
24.10.2019 21:10;3008,36
24.10.2019 21:15;3009,06
24.10.2019 21:20;3009,54
24.10.2019 21:25;3009,32
24.10.2019 21:30;3009,07
24.10.2019 21:35;3009,89
24.10.2019 21:40;3008,73
24.10.2019 21:45;3010,41
24.10.2019 21:50;3011,1
24.10.2019 21:55;3010,13
24.10.2019 22:00;3010,27
24.10.2019 22:05;3010,29
24.10.2019 22:10;3010,29
25.10.2019 15:30;3006,57
25.10.2019 15:35;3008,72
25.10.2019 15:40;3008,04
25.10.2019 15:45;3008,39
25.10.2019 15:50;3009,8
25.10.2019 15:55;3009,64
25.10.2019 16:00;3008,77
25.10.2019 16:05;3010,63
25.10.2019 16:10;3012,51
25.10.2019 16:15;3013,22
25.10.2019 16:20;3015,78
25.10.2019 16:25;3014,84
25.10.2019 16:30;3014,48
25.10.2019 16:35;3015,15
25.10.2019 16:40;3013,82
25.10.2019 16:45;3018,44
25.10.2019 16:50;3019,41
25.10.2019 16:55;3019,1
25.10.2019 17:00;3018,49
25.10.2019 17:05;3019,06
25.10.2019 17:10;3021,93
25.10.2019 17:15;3023,41
25.10.2019 17:20;3025,19
25.10.2019 17:25;3026,48
25.10.2019 17:30;3026,02
25.10.2019 17:35;3025,1
25.10.2019 17:40;3026,53
25.10.2019 17:45;3026,1
25.10.2019 17:50;3027,19
25.10.2019 17:55;3025,91
25.10.2019 18:00;3023,65
25.10.2019 18:05;3022,59
25.10.2019 18:10;3023,64
25.10.2019 18:15;3023,55
25.10.2019 18:20;3024,53
25.10.2019 18:25;3025,1
25.10.2019 18:30;3024,25
25.10.2019 18:35;3024,46
25.10.2019 18:40;3024,28
25.10.2019 18:45;3024,2
25.10.2019 18:50;3024,56
25.10.2019 18:55;3023,44
25.10.2019 19:00;3023,6
25.10.2019 19:05;3023,84
25.10.2019 19:10;3024,48
25.10.2019 19:15;3024,9
25.10.2019 19:20;3024,19
25.10.2019 19:25;3024,24
25.10.2019 19:30;3022,52
25.10.2019 19:35;3022,92
25.10.2019 19:40;3023,51
25.10.2019 19:45;3023,26
25.10.2019 19:50;3024,09
25.10.2019 19:55;3023,26
25.10.2019 20:00;3021,2
25.10.2019 20:05;3020,53
25.10.2019 20:10;3021,91
25.10.2019 20:15;3021,66
25.10.2019 20:20;3021,64
25.10.2019 20:25;3021,59
25.10.2019 20:30;3019,44
25.10.2019 20:35;3019,5
25.10.2019 20:40;3020,7
25.10.2019 20:45;3021,32
25.10.2019 20:50;3021,48
25.10.2019 20:55;3022,53
25.10.2019 21:00;3022,03
25.10.2019 21:05;3020,97
25.10.2019 21:10;3022,55
25.10.2019 21:15;3022,33
25.10.2019 21:20;3023,4
25.10.2019 21:25;3022,59
25.10.2019 21:30;3023,77
25.10.2019 21:35;3023,47
25.10.2019 21:40;3023,36
25.10.2019 21:45;3021,59
25.10.2019 21:50;3021,35
25.10.2019 21:55;3022,19
25.10.2019 22:00;3022,51
25.10.2019 22:05;3022,55
25.10.2019 22:10;3022,55
28.10.2019 14:30;3039,26
28.10.2019 14:35;3040,93
28.10.2019 14:40;3040,28
28.10.2019 14:45;3041,57
28.10.2019 14:50;3041,76
28.10.2019 14:55;3041,1
28.10.2019 15:00;3040,52
28.10.2019 15:05;3040,93
28.10.2019 15:10;3040,47
28.10.2019 15:15;3041,41
28.10.2019 15:20;3042,76
28.10.2019 15:25;3042,12
28.10.2019 15:30;3043,15
28.10.2019 15:35;3040,68
28.10.2019 15:40;3042,29
28.10.2019 15:45;3041,45
28.10.2019 15:50;3038,88
28.10.2019 15:55;3039,32
28.10.2019 16:00;3039,89
28.10.2019 16:05;3038,64
28.10.2019 16:10;3038,62
28.10.2019 16:15;3038,17
28.10.2019 16:20;3038,12
28.10.2019 16:25;3038,59
28.10.2019 16:30;3037,73
28.10.2019 16:35;3038,19
28.10.2019 16:40;3039,46
28.10.2019 16:45;3039,58
28.10.2019 16:50;3038,53
28.10.2019 16:55;3038,69
28.10.2019 17:00;3038,67
28.10.2019 17:05;3038,6
28.10.2019 17:10;3039,15
28.10.2019 17:15;3040,33
28.10.2019 17:20;3040,48
28.10.2019 17:25;3040,17
28.10.2019 17:30;3038,21
28.10.2019 17:35;3039,14
28.10.2019 17:40;3039,52
28.10.2019 17:45;3039,55
28.10.2019 17:50;3038,88
28.10.2019 17:55;3037,75
28.10.2019 18:00;3038,52
28.10.2019 18:05;3038,5
28.10.2019 18:10;3038,93
28.10.2019 18:15;3039,89
28.10.2019 18:20;3039,48
28.10.2019 18:25;3039,74
28.10.2019 18:30;3039,25
28.10.2019 18:35;3039,84
28.10.2019 18:40;3040,06
28.10.2019 18:45;3040,46
28.10.2019 18:50;3040,71
28.10.2019 18:55;3040,04
28.10.2019 19:00;3040,15
28.10.2019 19:05;3039,81
28.10.2019 19:10;3039,99
28.10.2019 19:15;3040,4
28.10.2019 19:20;3040,48
28.10.2019 19:25;3040,22
28.10.2019 19:30;3040,53
28.10.2019 19:35;3041,21
28.10.2019 19:40;3041,48
28.10.2019 19:45;3040,84
28.10.2019 19:50;3041,25
28.10.2019 19:55;3040,9
28.10.2019 20:00;3040,6
28.10.2019 20:05;3041,06
28.10.2019 20:10;3042,31
28.10.2019 20:15;3041,33
28.10.2019 20:20;3042,15
28.10.2019 20:25;3042,42
28.10.2019 20:30;3042,05
28.10.2019 20:35;3041,25
28.10.2019 20:40;3040,72
28.10.2019 20:45;3040,7
28.10.2019 20:50;3039,24
28.10.2019 20:55;3039,3
28.10.2019 21:00;3039,42
28.10.2019 21:05;3039,42
28.10.2019 21:10;3039,42
29.10.2019 14:30;3036,61
29.10.2019 14:35;3037,36
29.10.2019 14:40;3038,53
29.10.2019 14:45;3039,34
29.10.2019 14:50;3041,67
29.10.2019 14:55;3039,72
29.10.2019 15:00;3038,96
29.10.2019 15:05;3039,5
29.10.2019 15:10;3040,44
29.10.2019 15:15;3039,73
29.10.2019 15:20;3041,19
29.10.2019 15:25;3041,17
29.10.2019 15:30;3043,04
29.10.2019 15:35;3043,74
29.10.2019 15:40;3044,98
29.10.2019 15:45;3046,84
29.10.2019 15:50;3046,05
29.10.2019 15:55;3045,73
29.10.2019 16:00;3046,85
29.10.2019 16:05;3046,63
29.10.2019 16:10;3044,05
29.10.2019 16:15;3043,42
29.10.2019 16:20;3041,78
29.10.2019 16:25;3043,82
29.10.2019 16:30;3044,72
29.10.2019 16:35;3042,56
29.10.2019 16:40;3042,35
29.10.2019 16:45;3042,58
29.10.2019 16:50;3043,74
29.10.2019 16:55;3038,81
29.10.2019 17:00;3039,32
29.10.2019 17:05;3041,35
29.10.2019 17:10;3041,66
29.10.2019 17:15;3043,38
29.10.2019 17:20;3044,14
29.10.2019 17:25;3045,23
29.10.2019 17:30;3045,22
29.10.2019 17:35;3044,51
29.10.2019 17:40;3044,62
29.10.2019 17:45;3044,53
29.10.2019 17:50;3044,34
29.10.2019 17:55;3043,8
29.10.2019 18:00;3044,81
29.10.2019 18:05;3044,92
29.10.2019 18:10;3044,5
29.10.2019 18:15;3044,08
29.10.2019 18:20;3043,78
29.10.2019 18:25;3043,33
29.10.2019 18:30;3043,73
29.10.2019 18:35;3043,92
29.10.2019 18:40;3043,48
29.10.2019 18:45;3043,41
29.10.2019 18:50;3044,38
29.10.2019 18:55;3043,97
29.10.2019 19:00;3040,94
29.10.2019 19:05;3041,25
29.10.2019 19:10;3040,65
29.10.2019 19:15;3040,52
29.10.2019 19:20;3040,38
29.10.2019 19:25;3040,21
29.10.2019 19:30;3040,41
29.10.2019 19:35;3040,58
29.10.2019 19:40;3038,68
29.10.2019 19:45;3039,09
29.10.2019 19:50;3038,47
29.10.2019 19:55;3036,89
29.10.2019 20:00;3038,13
29.10.2019 20:05;3037,82
29.10.2019 20:10;3038,81
29.10.2019 20:15;3039,25
29.10.2019 20:20;3039,13
29.10.2019 20:25;3037,99
29.10.2019 20:30;3037,38
29.10.2019 20:35;3035,78
29.10.2019 20:40;3036,53
29.10.2019 20:45;3035,87
29.10.2019 20:50;3036,35
29.10.2019 20:55;3036,71
29.10.2019 21:00;3036,87
29.10.2019 21:05;3036,89
29.10.2019 21:10;3036,89
30.10.2019 14:30;3035,43
30.10.2019 14:35;3033,51
30.10.2019 14:40;3034,68
30.10.2019 14:45;3034,82
30.10.2019 14:50;3034,19
30.10.2019 14:55;3034,07
30.10.2019 15:00;3032,03
30.10.2019 15:05;3033,67
30.10.2019 15:10;3034,23
30.10.2019 15:15;3034,59
30.10.2019 15:20;3033,73
30.10.2019 15:25;3034,48
30.10.2019 15:30;3032,97
30.10.2019 15:35;3034,49
30.10.2019 15:40;3034,21
30.10.2019 15:45;3035,14
30.10.2019 15:50;3036,22
30.10.2019 15:55;3036,36
30.10.2019 16:00;3036,01
30.10.2019 16:05;3035,21
30.10.2019 16:10;3034,66
30.10.2019 16:15;3033,86
30.10.2019 16:20;3032,56
30.10.2019 16:25;3033,62
30.10.2019 16:30;3033,42
30.10.2019 16:35;3033,29
30.10.2019 16:40;3031,31
30.10.2019 16:45;3033,33
30.10.2019 16:50;3032,95
30.10.2019 16:55;3033,56
30.10.2019 17:00;3033,7
30.10.2019 17:05;3034,49
30.10.2019 17:10;3034,4
30.10.2019 17:15;3034,74
30.10.2019 17:20;3035,79
30.10.2019 17:25;3036,12
30.10.2019 17:30;3036,74
30.10.2019 17:35;3036,32
30.10.2019 17:40;3036,41
30.10.2019 17:45;3035,54
30.10.2019 17:50;3035,06
30.10.2019 17:55;3034,46
30.10.2019 18:00;3035,41
30.10.2019 18:05;3035,64
30.10.2019 18:10;3035,38
30.10.2019 18:15;3034,25
30.10.2019 18:20;3034,83
30.10.2019 18:25;3034,74
30.10.2019 18:30;3034,71
30.10.2019 18:35;3034,24
30.10.2019 18:40;3033,99
30.10.2019 18:45;3032,59
30.10.2019 18:50;3033,25
30.10.2019 18:55;3030,65
30.10.2019 19:00;3032,74
30.10.2019 19:05;3032,53
30.10.2019 19:10;3035,32
30.10.2019 19:15;3036,77
30.10.2019 19:20;3036,12
30.10.2019 19:25;3035,87
30.10.2019 19:30;3031,92
30.10.2019 19:35;3031,44
30.10.2019 19:40;3035,75
30.10.2019 19:45;3037,15
30.10.2019 19:50;3041,02
30.10.2019 19:55;3042,37
30.10.2019 20:00;3043,96
30.10.2019 20:05;3043,67
30.10.2019 20:10;3043,77
30.10.2019 20:15;3044,76
30.10.2019 20:20;3049,01
30.10.2019 20:25;3047,3
30.10.2019 20:30;3045,85
30.10.2019 20:35;3044,93
30.10.2019 20:40;3045,4
30.10.2019 20:45;3044,77
30.10.2019 20:50;3047,74
30.10.2019 20:55;3046,92
30.10.2019 21:00;3046,77
30.10.2019 21:05;3046,77
30.10.2019 21:10;3046,77
31.10.2019 14:30;3045,6
31.10.2019 14:35;3043,96
31.10.2019 14:40;3041,44
31.10.2019 14:45;3040,13
31.10.2019 14:50;3039,65
31.10.2019 14:55;3038,15
31.10.2019 15:00;3035,66
31.10.2019 15:05;3037,35
31.10.2019 15:10;3031,4
31.10.2019 15:15;3033,57
31.10.2019 15:20;3028,61
31.10.2019 15:25;3029,94
31.10.2019 15:30;3024,48
31.10.2019 15:35;3026,02
31.10.2019 15:40;3027,96
31.10.2019 15:45;3030,21
31.10.2019 15:50;3031,7
31.10.2019 15:55;3033,54
31.10.2019 16:00;3032,77
31.10.2019 16:05;3034,94
31.10.2019 16:10;3034,35
31.10.2019 16:15;3031,85
31.10.2019 16:20;3033,1
31.10.2019 16:25;3031,83
31.10.2019 16:30;3030,21
31.10.2019 16:35;3033,04
31.10.2019 16:40;3033
31.10.2019 16:45;3032,93
31.10.2019 16:50;3034,16
31.10.2019 16:55;3032,45
31.10.2019 17:00;3028,31
31.10.2019 17:05;3029,47
31.10.2019 17:10;3030,63
31.10.2019 17:15;3027,99
31.10.2019 17:20;3027,32
31.10.2019 17:25;3029,49
31.10.2019 17:30;3027,5
31.10.2019 17:35;3027,18
31.10.2019 17:40;3026,5
31.10.2019 17:45;3025,47
31.10.2019 17:50;3026,16
31.10.2019 17:55;3027,41
31.10.2019 18:00;3028,27
31.10.2019 18:05;3030,12
31.10.2019 18:10;3029,32
31.10.2019 18:15;3029,05
31.10.2019 18:20;3028,94
31.10.2019 18:25;3030,39
31.10.2019 18:30;3031,43
31.10.2019 18:35;3031,04
31.10.2019 18:40;3030,13
31.10.2019 18:45;3029,34
31.10.2019 18:50;3029,82
31.10.2019 18:55;3029,24
31.10.2019 19:00;3026,51
31.10.2019 19:05;3027,7
31.10.2019 19:10;3028,12
31.10.2019 19:15;3026,98
31.10.2019 19:20;3027,78
31.10.2019 19:25;3028,86
31.10.2019 19:30;3028,5
31.10.2019 19:35;3027,66
31.10.2019 19:40;3026,53
31.10.2019 19:45;3026,6
31.10.2019 19:50;3027,21
31.10.2019 19:55;3028,43
31.10.2019 20:00;3029,45
31.10.2019 20:05;3029,81
31.10.2019 20:10;3031,56
31.10.2019 20:15;3031,97
31.10.2019 20:20;3030,92
31.10.2019 20:25;3029,86
31.10.2019 20:30;3034,82
31.10.2019 20:35;3032,22
31.10.2019 20:40;3032,04
31.10.2019 20:45;3031,44
31.10.2019 20:50;3032,03
31.10.2019 20:55;3037,9
31.10.2019 21:00;3037,58
31.10.2019 21:05;3037,56
31.10.2019 21:10;3037,56
01.11.2019 14:30;3053,03
01.11.2019 14:35;3054,95
01.11.2019 14:40;3055,34
01.11.2019 14:45;3055,57
01.11.2019 14:50;3058,6
01.11.2019 14:55;3057,61
01.11.2019 15:00;3062,15
01.11.2019 15:05;3062,95
01.11.2019 15:10;3063,38
01.11.2019 15:15;3062,05
01.11.2019 15:20;3061,93
01.11.2019 15:25;3061,09
01.11.2019 15:30;3060,87
01.11.2019 15:35;3060,85
01.11.2019 15:40;3061,44
01.11.2019 15:45;3060,15
01.11.2019 15:50;3061,48
01.11.2019 15:55;3061,58
01.11.2019 16:00;3060,32
01.11.2019 16:05;3061,48
01.11.2019 16:10;3061,31
01.11.2019 16:15;3060,83
01.11.2019 16:20;3060,8
01.11.2019 16:25;3059,74
01.11.2019 16:30;3059,93
01.11.2019 16:35;3060,07
01.11.2019 16:40;3060,52
01.11.2019 16:45;3061,03
01.11.2019 16:50;3060,69
01.11.2019 16:55;3060,63
01.11.2019 17:00;3059,35
01.11.2019 17:05;3058,35
01.11.2019 17:10;3056,86
01.11.2019 17:15;3057,01
01.11.2019 17:20;3058,27
01.11.2019 17:25;3058,85
01.11.2019 17:30;3059,51
01.11.2019 17:35;3059,94
01.11.2019 17:40;3059,72
01.11.2019 17:45;3058,99
01.11.2019 17:50;3058,76
01.11.2019 17:55;3057,99
01.11.2019 18:00;3059,45
01.11.2019 18:05;3059,69
01.11.2019 18:10;3061,09
01.11.2019 18:15;3061,06
01.11.2019 18:20;3061,55
01.11.2019 18:25;3061,89
01.11.2019 18:30;3061,98
01.11.2019 18:35;3063,2
01.11.2019 18:40;3063,59
01.11.2019 18:45;3064,66
01.11.2019 18:50;3064,35
01.11.2019 18:55;3063,91
01.11.2019 19:00;3062,99
01.11.2019 19:05;3062,81
01.11.2019 19:10;3063,52
01.11.2019 19:15;3062,22
01.11.2019 19:20;3061,43
01.11.2019 19:25;3063,01
01.11.2019 19:30;3063,4
01.11.2019 19:35;3062,67
01.11.2019 19:40;3062,82
01.11.2019 19:45;3062,77
01.11.2019 19:50;3061,91
01.11.2019 19:55;3063,09
01.11.2019 20:00;3061,93
01.11.2019 20:05;3062,44
01.11.2019 20:10;3063,27
01.11.2019 20:15;3063,14
01.11.2019 20:20;3060,84
01.11.2019 20:25;3062,36
01.11.2019 20:30;3063,76
01.11.2019 20:35;3064,68
01.11.2019 20:40;3063,99
01.11.2019 20:45;3062,01
01.11.2019 20:50;3063,52
01.11.2019 20:55;3066,95
01.11.2019 21:00;3066,91
01.11.2019 21:05;3066,91
01.11.2019 21:10;3066,91
04.11.2019 15:30;3083,48
04.11.2019 15:35;3082,88
04.11.2019 15:40;3082,76
04.11.2019 15:45;3082,4
04.11.2019 15:50;3081,24
04.11.2019 15:55;3081,48
04.11.2019 16:00;3079,16
04.11.2019 16:05;3079,97
04.11.2019 16:10;3079,83
04.11.2019 16:15;3081,09
04.11.2019 16:20;3081,68
04.11.2019 16:25;3083,51
04.11.2019 16:30;3082,84
04.11.2019 16:35;3081,2
04.11.2019 16:40;3081,6
04.11.2019 16:45;3081,02
04.11.2019 16:50;3079,23
04.11.2019 16:55;3080,28
04.11.2019 17:00;3081,97
04.11.2019 17:05;3082,7
04.11.2019 17:10;3082,16
04.11.2019 17:15;3081,9
04.11.2019 17:20;3081,57
04.11.2019 17:25;3080,74
04.11.2019 17:30;3080,74
04.11.2019 17:35;3079,98
04.11.2019 17:40;3079,64
04.11.2019 17:45;3080,36
04.11.2019 17:50;3080,6
04.11.2019 17:55;3078,74
04.11.2019 18:00;3078,83
04.11.2019 18:05;3079,29
04.11.2019 18:10;3080,01
04.11.2019 18:15;3079,8
04.11.2019 18:20;3079,01
04.11.2019 18:25;3078,73
04.11.2019 18:30;3078,81
04.11.2019 18:35;3078,07
04.11.2019 18:40;3078,82
04.11.2019 18:45;3078,66
04.11.2019 18:50;3079,78
04.11.2019 18:55;3080,1
04.11.2019 19:00;3079,87
04.11.2019 19:05;3079,52
04.11.2019 19:10;3079,46
04.11.2019 19:15;3080,03
04.11.2019 19:20;3080,95
04.11.2019 19:25;3081,26
04.11.2019 19:30;3080,5
04.11.2019 19:35;3079,95
04.11.2019 19:40;3081,02
04.11.2019 19:45;3081,18
04.11.2019 19:50;3080,86
04.11.2019 19:55;3080,96
04.11.2019 20:00;3080,18
04.11.2019 20:05;3079,69
04.11.2019 20:10;3079,7
04.11.2019 20:15;3079,93
04.11.2019 20:20;3080,62
04.11.2019 20:25;3080,78
04.11.2019 20:30;3081,13
04.11.2019 20:35;3081,14
04.11.2019 20:40;3080,42
04.11.2019 20:45;3079,9
04.11.2019 20:50;3079,34
04.11.2019 20:55;3079,13
04.11.2019 21:00;3078,12
04.11.2019 21:05;3077,94
04.11.2019 21:10;3075,22
04.11.2019 21:15;3076,26
04.11.2019 21:20;3077,65
04.11.2019 21:25;3075,66
04.11.2019 21:30;3076,4
04.11.2019 21:35;3075,24
04.11.2019 21:40;3076,72
04.11.2019 21:45;3077,38
04.11.2019 21:50;3078,42
04.11.2019 21:55;3078,49
04.11.2019 22:00;3078,27
04.11.2019 22:05;3078,27
04.11.2019 22:10;3078,27
05.11.2019 15:30;3079,62
05.11.2019 15:35;3077,97
05.11.2019 15:40;3079,07
05.11.2019 15:45;3079,07
05.11.2019 15:50;3079,18
05.11.2019 15:55;3078,53
05.11.2019 16:00;3082,3
05.11.2019 16:05;3077,55
05.11.2019 16:10;3075,57
05.11.2019 16:15;3075,84
05.11.2019 16:20;3075,6
05.11.2019 16:25;3074,05
05.11.2019 16:30;3074,48
05.11.2019 16:35;3074,93
05.11.2019 16:40;3072,91
05.11.2019 16:45;3072,81
05.11.2019 16:50;3073,05
05.11.2019 16:55;3074,02
05.11.2019 17:00;3075,24
05.11.2019 17:05;3076,2
05.11.2019 17:10;3076,37
05.11.2019 17:15;3077,09
05.11.2019 17:20;3075,71
05.11.2019 17:25;3076,04
05.11.2019 17:30;3076,24
05.11.2019 17:35;3075,33
05.11.2019 17:40;3074,96
05.11.2019 17:45;3073,62
05.11.2019 17:50;3074,23
05.11.2019 17:55;3075,04
05.11.2019 18:00;3075,89
05.11.2019 18:05;3075,85
05.11.2019 18:10;3074,31
05.11.2019 18:15;3073,72
05.11.2019 18:20;3072,78
05.11.2019 18:25;3073,14
05.11.2019 18:30;3072,58
05.11.2019 18:35;3073,95
05.11.2019 18:40;3075,93
05.11.2019 18:45;3076,03
05.11.2019 18:50;3076,86
05.11.2019 18:55;3077,81
05.11.2019 19:00;3077,1
05.11.2019 19:05;3077,16
05.11.2019 19:10;3078,72
05.11.2019 19:15;3078,43
05.11.2019 19:20;3078,04
05.11.2019 19:25;3077,77
05.11.2019 19:30;3078,41
05.11.2019 19:35;3077,6
05.11.2019 19:40;3077,89
05.11.2019 19:45;3077,32
05.11.2019 19:50;3077,91
05.11.2019 19:55;3078,24
05.11.2019 20:00;3078,11
05.11.2019 20:05;3079,17
05.11.2019 20:10;3079,23
05.11.2019 20:15;3079,52
05.11.2019 20:20;3079,02
05.11.2019 20:25;3079,15
05.11.2019 20:30;3079,15
05.11.2019 20:35;3078,34
05.11.2019 20:40;3078,54
05.11.2019 20:45;3078,79
05.11.2019 20:50;3079,01
05.11.2019 20:55;3078,89
05.11.2019 21:00;3078,77
05.11.2019 21:05;3078,54
05.11.2019 21:10;3077,77
05.11.2019 21:15;3077,08
05.11.2019 21:20;3078,62
05.11.2019 21:25;3076,95
05.11.2019 21:30;3076,28
05.11.2019 21:35;3078,29
05.11.2019 21:40;3078,05
05.11.2019 21:45;3076,62
05.11.2019 21:50;3076,38
05.11.2019 21:55;3074,81
05.11.2019 22:00;3074,62
05.11.2019 22:05;3074,62
05.11.2019 22:10;3074,62
06.11.2019 15:30;3071,2
06.11.2019 15:35;3071,54
06.11.2019 15:40;3072,97
06.11.2019 15:45;3071,93
06.11.2019 15:50;3072,89
06.11.2019 15:55;3074,68
06.11.2019 16:00;3075,07
06.11.2019 16:05;3075,35
06.11.2019 16:10;3076,48
06.11.2019 16:15;3075,5
06.11.2019 16:20;3076,13
06.11.2019 16:25;3073,93
06.11.2019 16:30;3073,22
06.11.2019 16:35;3073,45
06.11.2019 16:40;3074,55
06.11.2019 16:45;3074,17
06.11.2019 16:50;3072,96
06.11.2019 16:55;3072,59
06.11.2019 17:00;3073,88
06.11.2019 17:05;3074,51
06.11.2019 17:10;3073,47
06.11.2019 17:15;3074,32
06.11.2019 17:20;3073,41
06.11.2019 17:25;3073,72
06.11.2019 17:30;3075,98
06.11.2019 17:35;3076,12
06.11.2019 17:40;3070,42
06.11.2019 17:45;3069,14
06.11.2019 17:50;3066,44
06.11.2019 17:55;3068,44
06.11.2019 18:00;3070,23
06.11.2019 18:05;3071,09
06.11.2019 18:10;3070,9
06.11.2019 18:15;3069,79
06.11.2019 18:20;3069,8
06.11.2019 18:25;3068,41
06.11.2019 18:30;3069,15
06.11.2019 18:35;3070,84
06.11.2019 18:40;3069,9
06.11.2019 18:45;3069,2
06.11.2019 18:50;3068,85
06.11.2019 18:55;3069,73
06.11.2019 19:00;3070,01
06.11.2019 19:05;3068,58
06.11.2019 19:10;3069,8
06.11.2019 19:15;3071,36
06.11.2019 19:20;3072,31
06.11.2019 19:25;3073,16
06.11.2019 19:30;3072,24
06.11.2019 19:35;3073,51
06.11.2019 19:40;3074,29
06.11.2019 19:45;3073,75
06.11.2019 19:50;3074,77
06.11.2019 19:55;3075,94
06.11.2019 20:00;3075,72
06.11.2019 20:05;3075,77
06.11.2019 20:10;3075,86
06.11.2019 20:15;3075,49
06.11.2019 20:20;3074,8
06.11.2019 20:25;3074,83
06.11.2019 20:30;3074,46
06.11.2019 20:35;3074,25
06.11.2019 20:40;3074,9
06.11.2019 20:45;3075
06.11.2019 20:50;3074,96
06.11.2019 20:55;3075,22
06.11.2019 21:00;3074,28
06.11.2019 21:05;3074,24
06.11.2019 21:10;3075,4
06.11.2019 21:15;3075,85
06.11.2019 21:20;3075,87
06.11.2019 21:25;3075,27
06.11.2019 21:30;3074,08
06.11.2019 21:35;3075,28
06.11.2019 21:40;3073,96
06.11.2019 21:45;3074,73
06.11.2019 21:50;3075,69
06.11.2019 21:55;3076,75
06.11.2019 22:00;3076,77
06.11.2019 22:05;3076,78
06.11.2019 22:10;3076,78
07.11.2019 15:30;3089,75
07.11.2019 15:35;3093,1
07.11.2019 15:40;3093,97
07.11.2019 15:45;3093,7
07.11.2019 15:50;3093,34
07.11.2019 15:55;3093,82
07.11.2019 16:00;3092,19
07.11.2019 16:05;3091,51
07.11.2019 16:10;3093,68
07.11.2019 16:15;3094,73
07.11.2019 16:20;3093,26
07.11.2019 16:25;3093,11
07.11.2019 16:30;3093,19
07.11.2019 16:35;3095,06
07.11.2019 16:40;3094,7
07.11.2019 16:45;3094,19
07.11.2019 16:50;3095,33
07.11.2019 16:55;3095,41
07.11.2019 17:00;3094,68
07.11.2019 17:05;3093,47
07.11.2019 17:10;3094,65
07.11.2019 17:15;3094,69
07.11.2019 17:20;3093,53
07.11.2019 17:25;3093,11
07.11.2019 17:30;3093,85
07.11.2019 17:35;3093,23
07.11.2019 17:40;3092,53
07.11.2019 17:45;3092,47
07.11.2019 17:50;3091,63
07.11.2019 17:55;3097,31
07.11.2019 18:00;3094,1
07.11.2019 18:05;3094,21
07.11.2019 18:10;3093,37
07.11.2019 18:15;3092,93
07.11.2019 18:20;3093,65
07.11.2019 18:25;3094,61
07.11.2019 18:30;3094,01
07.11.2019 18:35;3093,62
07.11.2019 18:40;3092,68
07.11.2019 18:45;3093,99
07.11.2019 18:50;3093,66
07.11.2019 18:55;3094,4
07.11.2019 19:00;3093,36
07.11.2019 19:05;3092,45
07.11.2019 19:10;3092,52
07.11.2019 19:15;3092,35
07.11.2019 19:20;3091,83
07.11.2019 19:25;3092,22
